=== 2026-01-31T05:18:32 doc_id=552 page=5 phase=pass1 steps=1404 min_openxml_idx=50 pdf_units=175 openxml_units=62 ===
[0] Block0 Char="1" PDF[0] -> U0(pdf_1) OX[387] -> U6(108240) | SKIP cross_page_backward: openxml_idx=6 < min_from_prev_page=50
[1308] Block8 Char="u" PDF[1318] -> U164(pdf_165) OX[7256] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1309] Block8 Char="m" PDF[1319] -> U164(pdf_165) OX[7257] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1310] Block8 Char="e" PDF[1320] -> U164(pdf_165) OX[7258] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1311] Block8 Char="n" PDF[1321] -> U164(pdf_165) OX[7259] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1312] Block8 Char="a" PDF[1322] -> U165(pdf_166) OX[7260] -> U61(108295) | MATCH new_assignment cnt:1
[1313] Block8 Char="k" PDF[1323] -> U165(pdf_166) OX[7261] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1314] Block8 Char="a" PDF[1324] -> U165(pdf_166) OX[7262] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1315] Block8 Char="d" PDF[1325] -> U165(pdf_166) OX[7263] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1316] Block8 Char="e" PDF[1326] -> U165(pdf_166) OX[7264] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1317] Block8 Char="m" PDF[1327] -> U165(pdf_166) OX[7265] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1318] Block8 Char="i" PDF[1328] -> U165(pdf_166) OX[7266] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1319] Block8 Char="k" PDF[1329] -> U165(pdf_166) OX[7267] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1320] Block8 Char="d" PDF[1330] -> U166(pdf_167) OX[7268] -> U61(108295) | MATCH new_assignment cnt:1
[1321] Block8 Char="a" PDF[1331] -> U166(pdf_167) OX[7269] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1322] Block8 Char="n" PDF[1332] -> U166(pdf_167) OX[7270] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1323] Block8 Char="p" PDF[1333] -> U167(pdf_168) OX[7271] -> U61(108295) | MATCH new_assignment cnt:1
[1324] Block8 Char="e" PDF[1334] -> U167(pdf_168) OX[7272] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1325] Block8 Char="n" PDF[1335] -> U167(pdf_168) OX[7273] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1326] Block8 Char="y" PDF[1336] -> U167(pdf_168) OX[7274] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1327] Block8 Char="u" PDF[1337] -> U167(pdf_168) OX[7275] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1328] Block8 Char="s" PDF[1338] -> U167(pdf_168) OX[7276] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1329] Block8 Char="u" PDF[1339] -> U167(pdf_168) OX[7277] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1330] Block8 Char="n" PDF[1340] -> U167(pdf_168) OX[7278] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1331] Block8 Char="a" PDF[1341] -> U167(pdf_168) OX[7279] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1332] Block8 Char="n" PDF[1342] -> U167(pdf_168) OX[7280] -> U61(108295) | MATCH continue_existing_assignment cnt:10
[1333] Block8 Char="k" PDF[1343] -> U168(pdf_169) OX[7281] -> U61(108295) | MATCH new_assignment cnt:1
[1334] Block8 Char="a" PDF[1344] -> U168(pdf_169) OX[7282] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1335] Block8 Char="r" PDF[1345] -> U168(pdf_169) OX[7283] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1336] Block8 Char="y" PDF[1346] -> U168(pdf_169) OX[7284] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1337] Block8 Char="a" PDF[1347] -> U168(pdf_169) OX[7285] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1338] Block8 Char="i" PDF[1348] -> U169(pdf_170) OX[7286] -> U61(108295) | MATCH new_assignment cnt:1
[1339] Block8 Char="l" PDF[1349] -> U169(pdf_170) OX[7287] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1340] Block8 Char="m" PDF[1350] -> U169(pdf_170) OX[7288] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1341] Block8 Char="i" PDF[1351] -> U169(pdf_170) OX[7289] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1342] Block8 Char="a" PDF[1352] -> U169(pdf_170) OX[7290] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1343] Block8 Char="h" PDF[1353] -> U169(pdf_170) OX[7291] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1344] Block8 Char="y" PDF[1354] -> U170(pdf_171) OX[7292] -> U61(108295) | MATCH new_assignment cnt:1
[1345] Block8 Char="a" PDF[1355] -> U170(pdf_171) OX[7293] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1346] Block8 Char="n" PDF[1356] -> U170(pdf_171) OX[7294] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1347] Block8 Char="g" PDF[1357] -> U170(pdf_171) OX[7295] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1348] Block8 Char="e" PDF[1358] -> U171(pdf_172) OX[7296] -> U61(108295) | MATCH new_assignment cnt:1
[1349] Block8 Char="f" PDF[1359] -> U171(pdf_172) OX[7297] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1350] Block8 Char="i" PDF[1360] -> U171(pdf_172) OX[7298] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1351] Block8 Char="s" PDF[1361] -> U171(pdf_172) OX[7299] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1352] Block8 Char="i" PDF[1362] -> U171(pdf_172) OX[7300] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1353] Block8 Char="e" PDF[1363] -> U171(pdf_172) OX[7301] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1354] Block8 Char="n" PDF[1364] -> U171(pdf_172) OX[7302] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1355] Block8 Char="s" PDF[1365] -> U172(pdf_173) OX[7303] -> U61(108295) | MATCH new_assignment cnt:1
[1356] Block8 Char="e" PDF[1366] -> U172(pdf_173) OX[7304] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1357] Block8 Char="r" PDF[1367] -> U172(pdf_173) OX[7305] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1358] Block8 Char="t" PDF[1368] -> U172(pdf_173) OX[7306] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1359] Block8 Char="a" PDF[1369] -> U172(pdf_173) OX[7307] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1360] Block8 Char="b" PDF[1370] -> U173(pdf_174) OX[7308] -> U61(108295) | MATCH new_assignment cnt:1
[1361] Block8 Char="e" PDF[1371] -> U173(pdf_174) OX[7309] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1362] Block8 Char="r" PDF[1372] -> U173(pdf_174) OX[7310] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1363] Block8 Char="o" PDF[1373] -> U173(pdf_174) OX[7311] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1364] Block8 Char="r" PDF[1374] -> U173(pdf_174) OX[7312] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1365] Block8 Char="i" PDF[1375] -> U173(pdf_174) OX[7313] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1366] Block8 Char="e" PDF[1376] -> U173(pdf_174) OX[7314] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1367] Block8 Char="n" PDF[1377] -> U173(pdf_174) OX[7315] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1368] Block8 Char="t" PDF[1378] -> U173(pdf_174) OX[7316] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1369] Block8 Char="a" PDF[1379] -> U173(pdf_174) OX[7317] -> U61(108295) | MATCH continue_existing_assignment cnt:10
[1370] Block8 Char="s" PDF[1380] -> U173(pdf_174) OX[7318] -> U61(108295) | MATCH continue_existing_assignment cnt:11
[1371] Block8 Char="i" PDF[1381] -> U173(pdf_174) OX[7319] -> U61(108295) | MATCH continue_existing_assignment cnt:12
[1372] Block8 Char="p" PDF[1382] -> U173(pdf_174) OX[7320] -> U61(108295) | MATCH continue_existing_assignment cnt:13
[1373] Block8 Char="a" PDF[1383] -> U173(pdf_174) OX[7321] -> U61(108295) | MATCH continue_existing_assignment cnt:14
[1374] Block8 Char="d" PDF[1384] -> U173(pdf_174) OX[7322] -> U61(108295) | MATCH continue_existing_assignment cnt:15
[1375] Block8 Char="a" PDF[1385] -> U173(pdf_174) OX[7323] -> U61(108295) | MATCH continue_existing_assignment cnt:16
[1376] Block8 Char="p" PDF[1386] -> U173(pdf_174) OX[7324] -> U61(108295) | MATCH continue_existing_assignment cnt:17
[1377] Block8 Char="e" PDF[1387] -> U173(pdf_174) OX[7325] -> U61(108295) | MATCH continue_existing_assignment cnt:18
[1378] Block8 Char="n" PDF[1388] -> U173(pdf_174) OX[7326] -> U61(108295) | MATCH continue_existing_assignment cnt:19
[1379] Block8 Char="i" PDF[1389] -> U173(pdf_174) OX[7327] -> U61(108295) | MATCH continue_existing_assignment cnt:20
[1380] Block8 Char="n" PDF[1390] -> U173(pdf_174) OX[7328] -> U61(108295) | MATCH continue_existing_assignment cnt:21
[1381] Block8 Char="g" PDF[1391] -> U173(pdf_174) OX[7329] -> U61(108295) | MATCH continue_existing_assignment cnt:22
[1382] Block8 Char="k" PDF[1392] -> U173(pdf_174) OX[7330] -> U61(108295) | MATCH continue_existing_assignment cnt:23
[1383] Block8 Char="a" PDF[1393] -> U173(pdf_174) OX[7331] -> U61(108295) | MATCH continue_existing_assignment cnt:24
[1384] Block8 Char="t" PDF[1394] -> U173(pdf_174) OX[7332] -> U61(108295) | MATCH continue_existing_assignment cnt:25
[1385] Block8 Char="a" PDF[1395] -> U173(pdf_174) OX[7333] -> U61(108295) | MATCH continue_existing_assignment cnt:26
[1386] Block8 Char="n" PDF[1396] -> U173(pdf_174) OX[7334] -> U61(108295) | MATCH continue_existing_assignment cnt:27
[1387] Block8 Char="k" PDF[1397] -> U174(pdf_175) OX[7335] -> U61(108295) | MATCH new_assignment cnt:1
[1388] Block8 Char="u" PDF[1398] -> U174(pdf_175) OX[7336] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1389] Block8 Char="a" PDF[1399] -> U174(pdf_175) OX[7337] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1390] Block8 Char="l" PDF[1400] -> U174(pdf_175) OX[7338] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1391] Block8 Char="i" PDF[1401] -> U174(pdf_175) OX[7339] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1392] Block8 Char="t" PDF[1402] -> U174(pdf_175) OX[7340] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1393] Block8 Char="a" PDF[1403] -> U174(pdf_175) OX[7341] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1394] Block8 Char="s" PDF[1404] -> U174(pdf_175) OX[7342] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1395] Block8 Char="p" PDF[1405] -> U174(pdf_175) OX[7343] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1396] Block8 Char="e" PDF[1406] -> U174(pdf_175) OX[7344] -> U61(108295) | MATCH continue_existing_assignment cnt:10
[1397] Block8 Char="n" PDF[1407] -> U174(pdf_175) OX[7345] -> U61(108295) | MATCH continue_existing_assignment cnt:11
[1398] Block8 Char="u" PDF[1408] -> U174(pdf_175) OX[7346] -> U61(108295) | MATCH continue_existing_assignment cnt:12
[1399] Block8 Char="l" PDF[1409] -> U174(pdf_175) OX[7347] -> U61(108295) | MATCH continue_existing_assignment cnt:13
[1400] Block8 Char="i" PDF[1410] -> U174(pdf_175) OX[7348] -> U61(108295) | MATCH continue_existing_assignment cnt:14
[1401] Block8 Char="s" PDF[1411] -> U174(pdf_175) OX[7349] -> U61(108295) | MATCH continue_existing_assignment cnt:15
[1402] Block8 Char="a" PDF[1412] -> U174(pdf_175) OX[7350] -> U61(108295) | MATCH continue_existing_assignment cnt:16
[1403] Block8 Char="n" PDF[1413] -> U174(pdf_175) OX[7351] -> U61(108295) | MATCH continue_existing_assignment cnt:17

